Pref,Municip,Ku,JCP,LDP,TotVote,Year,Code,VotePop,Turnout,EldPop,Fstrength,Kaso,Kaso2,IncomePerCapita,Fusion,Kaso.fusion,Kaso2.fusion
北海道,赤平市,10区,NA,NA,5936,2017,01218,10044,0.5909996017522899,44.701,0.21,全部過疎,Kaso,2197.4,0,全部過疎,Kaso
北海道,赤平市,１０区,NA,NA,5410,2021,01218,8625,0.6272463768115942,47.6284997910572,0.21,全部過疎,Kaso,2197.4,0,全部過疎,Kaso
北海道,紋別市,12区,NA,0.4636977766117925,15247,2009,01219,21332,0.714747796737296,28.699,0.33,全部過疎,Kaso,2731.1,0,全部過疎,Kaso
北海道,紋別市,12区,0.05819281524926686,0.4850623167155425,10912,2012,01219,21332,0.5115319707481718,28.699,0.29,全部過疎,Kaso,2731.1,0,全部過疎,Kaso
北海道,紋別市,12区,0.10718915146076378,0.5479110579319972,10029,2014,01219,20178,0.4970264644662504,33.022,0.28,全部過疎,Kaso,2731.1,0,全部過疎,Kaso
北海道,紋別市,12区,0.12512650657834207,0.5334437390744319,10869,2017,01219,20178,0.5386559619387452,33.022,0.31,全部過疎,Kaso,2731.1,0,全部過疎,Kaso
北海道,紋別市,１２区,0.0718131030980193,0.6028440832910107,9845,2021,01219,18107,0.5437123764290054,36.976364335126796,0.32,全部過疎,Kaso,2731.1,0,全部過疎,Kaso
北海道,士別市,６区,0.02286554790399144,0.3065454302333356,14957,2009,01220,18679,0.8007387975801702,32.744,0.29,全部過疎,Kaso,2727.9,1,全部過疎-Merged,Kaso-Merged
北海道,士別市,６区,0.034550923936398796,0.34645466265577995,11635,2012,01220,18679,0.6228920177739707,32.744,0.24,全部過疎,Kaso,2727.9,1,全部過疎-Merged,Kaso-Merged
北海道,士別市,６区,0.04897815362931642,0.328400281888654,11352,2014,01220,17336,0.6548223350253807,37.416,0.24,全部過疎,Kaso,2727.9,1,全部過疎-Merged,Kaso-Merged
北海道,士別市,６区,NA,0.3402660001785236,11203,2017,01220,17336,0.646227503461006,37.416,0.27,全部過疎,Kaso,2727.9,1,全部過疎-Merged,Kaso-Merged
北海道,士別市,６区,NA,0.5141085271317829,9675,2021,01220,15678,0.6171067738231917,40.9639889196676,0.27,全部過疎,Kaso,2727.9,1,全部過疎-Merged,Kaso-Merged
北海道,名寄市,６区,0.03115405908701998,0.4455684735014344,19869,2009,01221,26014,0.763781040977935,26.894,0.3,全部過疎,Kaso,2852.5,1,全部過疎-Merged,Kaso-Merged
北海道,名寄市,６区,0.04412820680201057,0.5243814870422351,15319,2012,01221,26014,0.5888752210348274,26.894,0.27,全部過疎,Kaso,2852.5,1,全部過疎-Merged,Kaso-Merged
北海道,名寄市,６区,0.06701952158372285,0.5063926312895244,14548,2014,01221,24898,0.5843039601574423,30.274,0.27,全部過疎,Kaso,2852.5,1,全部過疎-Merged,Kaso-Merged
北海道,名寄市,６区,NA,0.5073406310367031,15530,2017,01221,24898,0.6237448791067556,30.274,0.27,全部過疎,Kaso,2852.5,1,全部過疎-Merged,Kaso-Merged
北海道,名寄市,６区,NA,0.5729700198046849,14643,2021,01221,22744,0.6438181498417165,32.6169921078958,0.28,全部過疎,Kaso,2852.5,1,全部過疎-Merged,Kaso-Merged
北海道,三笠市,10区,NA,0.33022154103385815,7177,2009,01222,9237,0.7769838692216088,42.334,0.22,全部過疎,Kaso,2260.9,0,全部過疎,Kaso
北海道,三笠市,10区,0.06738934056007227,NA,5535,2012,01222,9237,0.5992205261448522,42.334,0.19,全部過疎,Kaso,2260.9,0,全部過疎,Kaso
北海道,三笠市,10区,0.10597592433361995,NA,4652,2014,01222,8134,0.5719203343988197,46.067,0.18,全部過疎,Kaso,2260.9,0,全部過疎,Kaso
北海道,三笠市,10区,NA,NA,4980,2017,01222,8134,0.6122448979591837,46.067,0.19,全部過疎,Kaso,2260.9,0,全部過疎,Kaso
北海道,三笠市,１０区,NA,NA,4539,2021,01222,7138,0.6358924068366489,46.7478175335055,0.2,全部過疎,Kaso,2260.9,0,全部過疎,Kaso
北海道,根室市,７区,NA,0.4377616215025336,18156,2009,01223,24758,0.7333387187979643,26.479,0.32,全部過疎,Kaso,2768.7,0,全部過疎,Kaso
北海道,根室市,７区,0.05571174903817697,0.4064072210713229,13516,2012,01223,24758,0.5459245496405203,26.479,0.3,全部過疎,Kaso,2768.7,0,全部過疎,Kaso
北海道,根室市,７区,0.07832242350433856,0.41604506013091797,13138,2014,01223,23212,0.5660003446493194,30.78,0.31,全部過疎,Kaso,2768.7,0,全部過疎,Kaso
北海道,根室市,７区,0.3133620310990073,0.6866379689009927,11383,2017,01223,23212,0.49039290022402204,30.78,0.34,全部過疎,Kaso,2768.7,0,全部過疎,Kaso
北海道,根室市,７区,0.09199544764795144,0.6222496206373292,10544,2021,01223,21090,0.4999525841631105,35.2187920557889,0.35,全部過疎,Kaso,2768.7,0,全部過疎,Kaso
北海道,千歳市,５区,NA,0.5378579397545556,53780,2009,01224,76901,0.699340710783995,17.406,0.8,Normal,Normal,2914.8,0,Normal,Normal
北海道,千歳市,５区,0.041750385496004856,0.59812625578244,42802,2012,01224,76901,0.5565857401074108,17.406,0.75,Normal,Normal,2914.8,0,Normal,Normal
北海道,千歳市,５区,0.07949423542249846,0.6484793851117332,42154,2014,01224,79333,0.5313551737612343,20.888,0.76,Normal,Normal,2914.8,0,Normal,Normal
北海道,千歳市,５区,NA,0.6243025142831736,44983,2017,01224,79333,0.5670149874579304,20.888,0.79,Normal,Normal,2914.8,0,Normal,Normal
北海道,千歳市,５区,0.03908093849784812,0.6145356101624323,43218,2021,01224,79179,0.5458265449172129,23.293069388427,0.79,Normal,Normal,2914.8,0,Normal,Normal
北海道,滝川市,10区,NA,0.3387786553650549,25955,2009,01225,36837,0.7045904932540652,27.593,0.4,Normal,Normal,2670.9,0,Normal,Normal
北海道,滝川市,10区,0.06720443170222071,NA,20579,2012,01225,36837,0.5586502701088579,27.593,0.36,Normal,Normal,2670.9,0,Normal,Normal
北海道,滝川市,10区,0.12401660839160839,NA,18304,2014,01225,35669,0.5131626902912894,32.416,0.36,Normal,Normal,2670.9,0,Normal,Normal
北海道,滝川市,10区,NA,NA,20586,2017,01225,35669,0.5771398132832432,32.416,0.39,Normal,Normal,2670.9,0,Normal,Normal
北海道,滝川市,１０区,NA,NA,19667,2021,01225,33498,0.5871096781897427,35.1508031769543,0.4,Normal,Normal,2670.9,0,Normal,Normal
北海道,砂川市,10区,NA,0.31840193704600483,12390,2009,01226,16452,0.7530999270605397,31.129,0.34,全部過疎,Kaso,2724.9,0,全部過疎,Kaso
北海道,砂川市,10区,0.06673917342297805,NA,10114,2012,01226,16452,0.6147580841235109,31.129,0.3,全部過疎,Kaso,2724.9,0,全部過疎,Kaso
北海道,砂川市,10区,0.10366197183098591,NA,8875,2014,01226,15464,0.5739136057941024,36.114,0.3,全部過疎,Kaso,2724.9,0,全部過疎,Kaso
北海道,砂川市,10区,NA,NA,9825,2017,01226,15464,0.6353466114847387,36.114,0.31,全部過疎,Kaso,2724.9,0,全部過疎,Kaso
北海道,砂川市,１０区,NA,NA,9337,2021,01226,14285,0.6536226811340567,39.282244352683996,0.32,全部過疎,Kaso,2724.9,0,全部過疎,Kaso
北海道,歌志内市,10区,NA,0.27216628775576485,3079,2009,01227,3951,0.7792963806631232,41.213,0.13,全部過疎,Kaso,2050.5,0,全部過疎,Kaso
北海道,歌志内市,10区,0.09235798937474458,NA,2447,2012,01227,3951,0.6193368767400658,41.213,0.11,全部過疎,Kaso,2050.5,0,全部過疎,Kaso
北海道,歌志内市,10区,0.14239332096474955,NA,2156,2014,01227,3308,0.6517533252720678,46.639,0.1,全部過疎,Kaso,2050.5,0,全部過疎,Kaso
北海道,歌志内市,10区,NA,NA,2181,2017,01227,3308,0.659310761789601,46.639,0.11,全部過疎,Kaso,2050.5,0,全部過疎,Kaso
北海道,歌志内市,１０区,NA,NA,1928,2021,01227,2772,0.6955266955266955,52.575606513791996,0.11,全部過疎,Kaso,2050.5,0,全部過疎,Kaso
北海道,深川市,10区,NA,0.3119069283764461,15386,2009,01228,20786,0.74020975656692,34.94,0.26,全部過疎,Kaso,2642,0,全部過疎,Kaso
北海道,深川市,10区,0.07734761120263592,NA,12140,2012,01228,20786,0.5840469546810353,34.94,0.23,全部過疎,Kaso,2642,0,全部過疎,Kaso
北海道,深川市,10区,0.12351868732907931,NA,10970,2014,01228,19384,0.5659306644655386,39.326,0.23,全部過疎,Kaso,2642,0,全部過疎,Kaso
北海道,深川市,10区,NA,NA,11699,2017,01228,19384,0.6035390012381345,39.326,0.26,全部過疎,Kaso,2642,0,全部過疎,Kaso
北海道,深川市,１０区,NA,NA,11087,2021,01228,17463,0.634885185821451,41.964419944876,0.26,全部過疎,Kaso,2642,0,全部過疎,Kaso
北海道,富良野市,６区,0.04357955324105797,0.42243387693572704,14594,2009,01229,20390,0.7157430112800393,26.844,0.35,Normal,Normal,2735.3,0,Normal,Normal
北海道,富良野市,６区,0.06788352890047805,0.48013906996957845,11505,2012,01229,20390,0.56424717999019125,26.844,0.32,Normal,Normal,2735.3,0,Normal,Normal
北海道,富良野市,６区,0.0980297933685728,0.4684286400768861,10405,2014,01229,19583,0.5313281928203033,30.938,0.32,Normal,Normal,2735.3,0,Normal,Normal
北海道,富良野市,６区,NA,0.4935237757274663,11272,2017,01229,19583,0.5756012868304141,30.938,0.35,Normal,Normal,2735.3,0,Normal,Normal
北海道,富良野市,６区,NA,0.5457351290684624,10692,2021,01229,17690,0.6044092707744488,34.001153070049,0.36,Normal,Normal,2735.3,0,Normal,Normal
北海道,登別市,９区,0.05384519506419045,0.23392122647388758,32092,2009,01230,43959,0.7300439045474192,28.358,0.49,Normal,Normal,2683.6,0,Normal,Normal
北海道,登別市,９区,0.10350448247758762,0.617481662591687,24540,2012,01230,43959,0.558247457858459,28.358,0.44,Normal,Normal,2683.6,0,Normal,Normal
北海道,登別市,９区,0.10783135212145496,0.49508036151551577,22461,2014,01230,43057,0.5216573379473721,33.455,0.44,Normal,Normal,2683.6,0,Normal,Normal
北海道,登別市,９区,0.12748695368558383,0.5090508806262231,24528,2017,01230,43057,0.5696634693545765,33.455,0.46,Normal,Normal,2683.6,0,Normal,Normal
北海道,登別市,９区,NA,0.5060011265652757,23079,2021,01230,39815,0.5796559085771694,36.755910912949304,0.46,Normal,Normal,2683.6,0,Normal,Normal
北海道,恵庭市,５区,NA,0.5137161841480778,42140,2009,01231,57485,0.7330607984691658,20.793,0.65,Normal,Normal,2870,0,Normal,Normal
北海道,恵庭市,５区,0.05310474597532929,0.5644992682416893,33481,2012,01231,57485,0.5824301991823954,20.793,0.58,Normal,Normal,2870,0,Normal,Normal
北海道,恵庭市,５区,0.09490940465918896,0.6005485024035498,32452,2014,01231,58473,0.5549911925162041,25.057,0.56,Normal,Normal,2870,0,Normal,Normal
北海道,恵庭市,５区,NA,0.5657399004482578,36363,2017,01231,58473,0.621876763634498,25.057,0.57,Normal,Normal,2870,0,Normal,Normal
北海道,恵庭市,５区,0.044036285000140424,0.5817395455949673,35607,2021,01231,57342,0.6209584597677096,28.1175490505875,0.6,Normal,Normal,2870,0,Normal,Normal
北海道,伊達市,９区,0.06619520337345164,0.24119300711587455,22766,2009,01233,30878,0.7372886845002915,30.432,0.42,一部過疎,Kaso,2691.4,1,一部過疎,Kaso-Merged
北海道,伊達市,９区,0.14010906693833522,0.5168694193084437,16687,2012,01233,30878,0.5404171254614937,30.432,0.38,一部過疎,Kaso,2691.4,1,一部過疎,Kaso-Merged
北海道,伊達市,９区,0.13261758067467821,0.4219483926066004,16393,2014,01233,30035,0.5457965706675545,34.596,0.38,一部過疎,Kaso,2691.4,1,一部過疎,Kaso-Merged
北海道,伊達市,９区,0.1588854137048621,0.4454933181688939,17585,2017,01233,30035,0.5854836024637923,34.596,0.39,一部過疎,Kaso,2691.4,1,一部過疎,Kaso-Merged
北海道,伊達市,９区,NA,0.4794174289841117,16616,2021,01233,28416,0.584740990990991,37.6566642564473,0.39,一部過疎,Kaso,2691.4,1,一部過疎,Kaso-Merged
北海道,北広島市,５区,NA,0.40450635203877805,37547,2009,01234,50227,0.74754614052203,22.446,0.68,Normal,Normal,2924.9,1,Normal,Normal-Merged
北海道,北広島市,５区,0.08940305734246386,0.44040949021235387,28914,2012,01234,50227,0.5756664742070998,22.446,0.63,Normal,Normal,2924.9,1,Normal,Normal-Merged
北海道,北広島市,５区,0.13494323174804035,0.4525993883792049,28449,2014,01234,49804,0.571219179182395,28.957,0.63,Normal,Normal,2924.9,1,Normal,Normal-Merged
北海道,北広島市,５区,NA,0.44700770041857046,31297,2017,01234,49804,0.6284033410971006,28.957,0.65,Normal,Normal,2924.9,1,Normal,Normal-Merged
北海道,北広島市,５区,0.06318302565654528,0.44944349171122094,29739,2021,01234,48379,0.614708861282788,32.966671286031,0.65,Normal,Normal,2924.9,1,Normal,Normal-Merged
北海道,石狩市,５区,NA,0.4131772556956486,36563,2009,01235,49682,0.7359405821021698,23.148,0.56,一部過疎,Kaso,2660.3,1,一部過疎,Kaso-Merged
北海道,石狩市,５区,0.0953146017037812,0.460581377970408,26764,2012,01235,49682,0.5387061712491445,23.148,0.52,一部過疎,Kaso,2660.3,1,一部過疎,Kaso-Merged
北海道,石狩市,５区,0.14150387170315631,0.4716795723438544,25441,2014,01235,48379,0.5258686620227785,29.997,0.51,一部過疎,Kaso,2660.3,1,一部過疎,Kaso-Merged
北海道,石狩市,５区,NA,0.46999193237223336,28509,2017,01235,48379,0.5892846069575642,29.997,0.51,一部過疎,Kaso,2660.3,1,一部過疎,Kaso-Merged
北海道,石狩市,５区,0.06850367768141398,0.47791561459362536,27327,2021,01235,48013,0.5691583529460771,34.031250540741596,0.52,一部過疎,Kaso,2660.3,1,一部過疎,Kaso-Merged
